Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
322	55189d6095c203b7	74c74d7c7247a7dc	Doping im Sport sollte legalisiert werden.	contra	Hasty Generalization	-	0	Doping im Sport sollte nicht legalisiert werden. Wenn man sich die Radrennfahrer anschaut und die kranken Ausmaße, die deren Ehrgeiz angenommen hat..
323	2999518907c08a9f	ff8d2bfe644cb427	Man lebt besser, wenn man vegan lebt.	pro	Appeal to Emotion	-	1	Als ich noch ein Kind war, hatte ich einen Hasen. Eines Tages sagten meine Eltern mir, er sei weggelaufen. Raten Sie mal, was es abends zu essen gab. Seitdem kann ich keine Tiere mehr essen.
324	941e2ca429807b0f	ab9fc93fa0ee149b	Deutsche Städte sollten sich für die Ausrichtung von Olympischen Spielen bewerben.	contra	Appeal to Emotion	-	2	Es wird doch schon genug Geld ausgegeben für Unsinn!
325	8ab9783f123bcbd6	ab9fc93fa0ee149b	Man sollte schon ab 16 Jahren wählen dürfen.	contra	No Fallacy	-	1	Mit 16 fehlt noch die Reife um wählen zu können. Ab 18 Jahre zu wählen ist besser.
326	f9f1289788b1d1d6	ab9fc93fa0ee149b	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	pro	Appeal to Emotion	-	2	Man muss doch den armen Witwen mit viel zu geringen Renten helfen.
327	82647f7f3c6ddd1c	1b0eb19a0f89fc39	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	contra	Ad Hominem	Ad Hominem	5	Damit so Assis wie du den ganzen Tag vor der Glotze sitzen können und sich trotzdem noch ein IPhone kaufen können.
328	fd9690dd4b4ba395	8e9461867ddf8dca	Die Türkei sollte in die EU aufgenommen werden.	pro	Appeal to Emotion	-	1	Den Türken geht es so schlecht, wir sollten mit unserer abendländischen Kultur helfen!
329	184863c812e97336	0cb017afe4cadbf5	Der Konsum von Cannabis sollte legalisiert werden.	contra	Irrelevant Authority	-	0	Das geht ja nicht, ich habe gehört,dass dann Konsum auch der härteren Drogen steigt!
330	3aaaeab5fe9c5bb6	9d130e8c9dad679c	Es ist besser, Bücher zu lesen statt Filme zu schauen.	pro	Appeal to Emotion	Appeal to Emotion	11	Das ist ja nun auch Geschmackssache! Was für den einen unnötiges Detail, das ist für den anderen Atmosphäre, Tiefgang und Charakterentwicklung. Stellen Sie sich vor, wir hätten eine Einschränkung der schriftstellerischen Freiheit zu Gunsten der Reduktion. Wie traurig wäre denn so eine Kulturlandschaft?
331	e5ba2d6f0cf32435	db11b888ef3b4a1a	Homosexuelle Paare sollten Kinder adoptieren dürfen.	pro	Appeal to Emotion	Appeal to Emotion	7	Der Papst ist so von gestern! Heute können wir alle frei sein und das Richtige tun!
332	3c3d36a0baf80251	ce49314dcc711a8e	Kriminelle Ausländer sollten sofort abgeschoben werden.	pro	Appeal to Emotion	Appeal to Emotion	9	Ja, man versucht ständig, die Kritiker der Islamisierung unseres Landes für unzurechnungsfähig zu erklären, aber wenn es erstmal soweit ist, dass alle Frauen in Deutschland verschleiert sind, dann wundert man sich auf einmal.
333	4d1b18b195b081f3	99612762c618e24e	Ausländer sollten an Kommunalwahlen teilnehmen dürfen.	pro	Irrelevant Authority	-	1	Die Claudia Roth ist auch dieser Meinung, und die hat nun wirklich Ahnung von Politik.
334	dedb294f59653a61	cb845a981a1dc58d	Man lebt besser, wenn man vegan lebt.	contra	No Fallacy	-	0	Aus gesundheitlicher Sicht ist es am besten, sich ausgewogen zu ernähren. Zu einer vollständigen Ernährung gehört daher auch gelegentlich Fleisch oder andere tierische Produkte, die für den Körper wichtige Inhaltsstoffe enthalten.
335	d741fc688f9d7ee7	82d1dc22b70143d6	Geschäfte sollten jeden Tag rund um die Uhr geöffnet sein.	pro	Ad Hominem	-	2	Jeder sollte immer einkaufen können. Du bist nur zu faul zum Arbeiten, Du Kassierer.
336	c280aa6ccb8ae652	b2ac01e802d71d22	In der Schule sollte es keine Noten geben.	pro	Ad Hominem	-	2	Wenn Sie für Noten sind, dann sind sie ein Faschist.
337	2651f1d579679aa0	1b0eb19a0f89fc39	Öffentliche Verkehrsmittel sollten kostenlos sein.	contra	Ad Hominem	Ad Hominem	5	Und selbst dann wärst du dir noch zu fein Bus zu fahren, lieber würdest mit deinem dicken Mercedes angeben.
338	f69ceaf28d4e691c	f26f699a328df918	Es wird zu wenig gegen den Klimawandel unternommen.	pro	Appeal to Emotion	-	0	Das stimmt, wenn wir nicht bald etwas unternehmen, sind wir in ein paar Jahrem auf einem toten Planeten und haben keine Zukunft mehr.
339	bfb49621cae7e364	9d130e8c9dad679c	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	pro	Hasty Generalization	-	1	Religionen sind Auslöser für Krieg und bringen den Menschen nichts gutes. Letztlich sind Sie die Wurzel allen Übels. Die Schule sollte nicht am Untergang der Zivilisation beteiligt sein.
340	25dec81b5c525de6	99612762c618e24e	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	Irrelevant Authority	Irrelevant Authority	15	Also die Polizeigewerkschaft sagt, dass es ihnen beim Aufklären helfen würde. Und wenn mehr aufgeklärt wird, dann ist auch die Hemmschwelle höher.
341	f9a1690f5ad7e593	5d42d3e68e9cf039	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	Ad Hominem	-	0	Diese Schmarotzer sitzen doch eh nur den ganzen Tag auf der Couch.
342	73af22348e88ad36	db11b888ef3b4a1a	Man sollte schon ab 16 Jahren wählen dürfen.	contra	Ad Hominem	Ad Hominem	22	Und Sie sind einfach nur naiv, sonst wüssten Sie, dass die meisten mit 16 noch nicht reif genug sind.
343	7ffdc825bc671fd9	c68cd02c83074a83	Kriminelle Ausländer sollten sofort abgeschoben werden.	pro	Appeal to Emotion	-	0	Die Menschen fürchten sich des Nachts auf die Straßen zu gehen, weil unter den Ausländern auch so viele Verbrecher ins Land kamen.
344	c85d5483afaf251b	ce66d855a615a8d3	Es ist gut, dass Deutschland viele Flüchtlinge aufgenommen hat.	contra	Hasty Generalization	Hasty Generalization	6	Im Moment sind vor allem die Grundrechte der deutschen Bevölkerung in Gefahr, wie z.B. die vielen Übergriffe zeigen.
345	a1a436620f987bc9	f26f699a328df918	Es ist besser, Bücher zu lesen statt Filme zu schauen.	pro	No Fallacy	-	1	Durch Bücher können Geschichten sehr viel deutlicher und detaillierter erzählt werden, als durch einen 2-Stunden-Film. Hinter der Produktion eines Buches stecken auch nicht riesige Unternehmen, die Investoren Rechenschaft schuldig sind und dafür die Handlung zum Wohle der Massentauglichkeit simplifizieren.
346	f1c2374e882e8726	db11b888ef3b4a1a	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	contra	No Fallacy	-	2	Das Votum der Kanzlerin ist irrelevant, da das Bundesverfassungsgericht in dieser Frage bald urteilen wird, und dann werden wir es ohnehin wissen.
347	0b54cad4af547aa9	c4a478a9596bc6c9	Die Türkei sollte in die EU aufgenommen werden.	contra	No Fallacy	-	1	Die EU ist eine Wertegemeinschaft und die Türkei hat sich entschieden, andere Werte zu vertreten als wir.
348	69b27aacf85ba15f	b3015aa9b8b65ef6	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	Irrelevant Authority	No Fallacy	3	Verbrechen sollen verhindert werden
349	dd33252d8f65694e	99612762c618e24e	Homosexuelle Paare sollten Kinder adoptieren dürfen.	contra	No Fallacy	Appeal to Emotion	4	Wir müssen unbedingt auch das Kindeswohl wieder mehr in den Vordergrund stellen.
350	a2117525d0764e86	ff8d2bfe644cb427	Deutsche Städte sollten sich für die Ausrichtung von Olympischen Spielen bewerben.	contra	No Fallacy	-	1	Die Olympischen Spiele in der jetzigen Form genießen nicht mehr denselben Respekt in der Bevölkerung wie früher, das haben die letzten Referenden klar gezeigt.
351	c1a75ac1f5ffec0e	7d1d361060d43e06	Die Agenda 2010 war gut für Deutschland.	contra	Ad Hominem	-	2	2010 war das Schlimmste, was Deutschland passieren konnte, du bist das beste Beispiel dafür.
352	a0646fbd66d59b61	6c65df5daadd4379	Die Agenda 2010 war gut für Deutschland.	contra	Ad Hominem	-	2	Die Reichen werden noch Reicher
353	26ff091710f6b36b	f2052cc7ad3b95c4	Die Türkei sollte in die EU aufgenommen werden.	pro	Appeal to Emotion	-	2	Wir sind doch alle Schwestern und Brüder und müssen füreinander da sein! Man darf niemanden außen vor in der Kälte stehen lassen!
354	366d63272d708255	99612762c618e24e	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	Irrelevant Authority	Irrelevant Authority	4	Ich bin der Meinung, und die Kanzlerin sieht das auch so: Die Sanktionen müssen bleiben!
355	61d986394ebe34eb	0dd986807006e662	Es ist besser, Bücher zu lesen statt Filme zu schauen.	contra	Hasty Generalization	Hasty Generalization	11	Die meisten Leute, die ich kenne, haben lieber eine spannenden Film, in dem die Story auf das Wesentliche reduziert ist.
356	4ff1631fb25e82ea	5b8ef00a38fd2b63	Öffentliche Verkehrsmittel sollten kostenlos sein.	contra	No Fallacy	-	1	Öffentliche Verkehrsmittel verursachen Kosten, die von ihren Nutzern getragen werden sollten.
357	904d734a76a72d9b	9508224846415f19	Öffentliche Verkehrsmittel sollten kostenlos sein.	contra	Red Herring	No Fallacy	4	Wenn wir den Planeten retten, indem wir den Individualverkehr senken, dann nutzt das allen.
358	124b09793cfee4a5	5b9c7951c55523c9	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	contra	Red Herring	No Fallacy	17	Mehr Viedoüberwachung würde die Ladendiebstähle nicht verringern
359	0630575f444d3b43	ce49314dcc711a8e	Man sollte militärisch gegen den IS vorgehen.	pro	Appeal to Emotion	Appeal to Emotion	10	Ihre Verschwörungstheorien spielen im Leben von normalen Menschen doch gar keine Rolle. Die wollen einfach Sicherheit, anstatt Angst haben zu müssen, dass sich neben Ihnen einer in die Luft sprengt, weil Allah im das befohlen hat. Und deshalb muss der IS die Faust der gesamten westlichen Welt zu spüren bekommen!
360	b139d3dce8936358	da1aead81f9ce0d4	Der Euro sollte abgeschafft werden.	contra	No Fallacy	Hasty Generalization	4	Wenn der Euro wieder abgeschafft wird, fällt die EU auseinander.
361	885be6818cb47035	0dd986807006e662	An Universitäten sollte keine Forschung zu militärischen Zwecken durchgeführt werden.	pro	Irrelevant Authority	Irrelevant Authority	5	Ich habe neulich meinen ehemaligen Matheprof im Radio gehört. Er engagiert sich gegen Militärforschung an seiner Uni. Ich finde das auch nicht gut.
362	a9271f1aecb75ee4	c4f427c2c2feccab	In der Schule sollte es keine Noten geben.	pro	Ad Hominem	-	1	Sie haben gut reden, denn Sie haben ja die Schulzeit hinter sich und können einfach mal irgendwelche Härten verlangen, es betrifft Sie ja gar nicht!
363	5c4d9e1c06be6e83	a62c8e4226b22b2d	In der Schule sollte es keine Noten geben.	pro	Appeal to Emotion	Appeal to Emotion	5	Noten machen jede Prüfung zu einer Gefahrensituation, bei dem das Kind sich unglaublichen Versagensängsten ausgesetzt fühlt. Können Sie sich vorstellen, wie furchtbar es ist, wenn man tagtäglich sein bestes gibt, die ANstrengungen aber ein ums andere Mal wieder als "ungenügend" abgestempelt werden? Patsch! Wieder ein Schlag ins Gesicht!
364	3226a01d60f63fd4	7d1d361060d43e06	Der Konsum von Cannabis sollte legalisiert werden.	contra	Hasty Generalization	-	1	Ich habe es doch schon bei zwei meiner Freunde gesehen, mit Cannabis fing es an, aber dann ging es fast sofort zu den härteren Drogen. Das geht ganz schnell.
365	44f4c3e749c8be05	3fbe317602bd932c	Öffentliche Verkehrsmittel sollten kostenlos sein.	pro	Appeal to Emotion	-	1	Wenn wir den Planeten retten, indem wir den Individualverkehr senken, dann nutzt das allen.
366	00d6e5ff8a23f8bf	215182f57d2aed71	Man sollte schon ab 16 Jahren wählen dürfen.	pro	Appeal to Emotion	-	0	Jugendliche werden heute deutlich früher auch in anderen Bereichen in die Verantwortung genommen.
367	2cde180ec84d7878	6224cdebabe8bac4	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	contra	Red Herring	-	2	Die bänker verdienen viel zu viel und den kleinen leuten soll alles abverlngt werden. Fangen wir doch bei den oberen an
368	28e4a0a99c6ce22c	7d1d361060d43e06	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	contra	Ad Hominem	-	1	Das behauptest du Bonze nur, weil du angeblich mit deinen Steuern mein Hartz-IV bezahlen musst und zu geizig bist, um Menschen in Not zu helfen.
369	3426b82bf8eca0b8	5367c54bc897a8ac	Die Erbschaftssteuer sollte erhöht werden.	pro	Appeal to Emotion	-	0	Die ganzen reichen Säcke stopfen sich auf unsere Kosten immer nur die Taschen voll ohne dafür zu arbeiten.
370	8d6f4d500496db1b	9d130e8c9dad679c	Doping im Sport sollte legalisiert werden.	pro	No Fallacy	Hasty Generalization	8	Da ohnehin alle Sportler dopen, hat ein Verbot keine Auswirkungen.
371	25f7415567818781	9e13f6cdfc2488e6	Die Agenda 2010 war gut für Deutschland.	pro	Ad Hominem	-	0	Jedenfalls für Dich, wenn ich mir Dein Auto so ansehe!
372	e4cbf0202a3edd12	17ec11a26b1f5a14	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	Hasty Generalization	-	0	Ohne Videoüberwachung würden Verbrechen nicht mehr aufgeklärt, die Welt würde im Chaos untergehen.
373	b7f183adce3d3482	9d130e8c9dad679c	Gentechnik ist etwas Gutes.	pro	Ad Hominem	Ad Hominem	7	Nur weil manche Kräuterpetras und Müslijochens keine Ahnung haben, sollte man keine Sorge oder Angst vor Genmais haben.
374	766d2379df16602c	f26f699a328df918	Die Wehrpflicht sollte wieder eingeführt werden.	pro	Appeal to Emotion	-	1	Die Wehrplicht ist wichtig, damit wir genug Soldaten haben, um unser Land und unsere Familien zu beschätzen.
375	d4a3c40302c8a287	0dd986807006e662	In der Schule sollte es keine Noten geben.	contra	Red Herring	-	2	Die Noten sind doch gar nicht das Hauptproblem, sondern die Tatsache, dass die Kinder zu Hause kein gutes Benehmen mehr lernen!
376	b5b0ea26b11824c4	2d44ce4593a06063	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	contra	Irrelevant Authority	-	1	Meine Mutter meint, dass Plastiktüten unglaublich praktisch beim Einkaufen sind, also warum sollte man sie besteuern?
377	24d43a4f89a632fe	9d130e8c9dad679c	Es ist besser, Bücher zu lesen statt Filme zu schauen.	pro	No Fallacy	No Fallacy	12	Bücher können ein Geschichte in einer Tiefe abbilden, die Filmen nicht zu eigen ist. Alleine schon aus Platzgründen.
378	f1697592d12842b4	8fc150d0b930ebde	Der Verfassungsschutz sollte abgeschafft werden.	contra	No Fallacy	No Fallacy	4	Der Verfassungsschutz darf um keinen Preis abgeschaft werden, weil sonst das Grundgesetz angreifbar wäre und somit das Genze System in Gefahr ist.
379	2ec0d741d89530b9	3b3b8195fec2079b	Der Konsum von Cannabis sollte legalisiert werden.	pro	Appeal to Emotion	-	1	Hoellebecq ist gut! Aber ich denke, ein bisschen Spaß ist doch nicht verkehrt :)
380	b5ab4723901cd6e2	2878661e8c1a9089	Es ist besser, Bücher zu lesen statt Filme zu schauen.	contra	Ad Hominem	-	0	Nur weil Sie ein Büchernerd sind, müssen Sie sich jetzt nicht über andere Leute mit anderen Vorlieben stellen!
381	430571dd8f6ad173	e80d85eb38e837c7	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	contra	Hasty Generalization	-	1	Der kleine Sohn eines Bekannten spielt den ganzen Tag nur mit seinem Handy und vernachlässigt dafür alles andere. Kinder sollten nicht zu früh an Smartphones und Computer gewöhnt werden weil sie noch nicht verantwortungsbewusst damit umgehen können.
382	080d3d8a27f0f2a8	0aab6d9e7156c93a	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	pro	Appeal to Emotion	-	1	Ja, denkt doch an die armen Tiere, die wegen des Plastikmülls im Meer qualvoll sterben.
383	0f962c280a4ccd1b	e4565c693e82267b	In der Schule sollte es keine Noten geben.	pro	Ad Hominem	-	0	Lehrer bewerten immer unfair!
384	e5d2270237c355ae	0dd986807006e662	Der Konsum von Cannabis sollte legalisiert werden.	contra	Appeal to Emotion	Hasty Generalization	3	Zu den ganzen Alkoholleichen in der Innenstadt sollen jetzt auch noch Cannabisleichen hinzukommen? Da sage ich: Nein!
385	51bbdf8e1c557859	3fbe317602bd932c	Öffentliche Verkehrsmittel sollten kostenlos sein.	pro	Ad Hominem	Ad Hominem	3	Sie kennen wohl das "No Free Lunch"-Theorem nicht, und deshalb machen Sie hier so unsinnige Vorschläge.
386	6a30d8c86358c1cf	e930a7d18e13e1c2	Es ist gut, dass Deutschland viele Flüchtlinge aufgenommen hat.	pro	No Fallacy	-	0	Wir sind ein reiches Land und können außerdem angesichts unserer Demographie junge Leute gut gebrauchen.
387	f700e803546d8621	7d1d361060d43e06	Die Türkei sollte in die EU aufgenommen werden.	pro	Irrelevant Authority	-	0	Wenn Angela Merkel dafür ist, bin ich auch dafür. Wenn sie sich dagegen entscheidet, bin ich auch dagegen. Ich richte mich da ganz nach ihr.
388	61412ce65f41735c	0dd986807006e662	Gentechnik ist etwas Gutes.	pro	Red Herring	Red Herring	3	Gentechnik ist wichtig für den Wissenschaftsstandord Deutschland, der weltweit immer mehr an Bedeutung verliert, weil Öko-Ideologen den öffentlichen Diskurs dominieren.
389	4493e173e6e2365f	ce49314dcc711a8e	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	pro	Hasty Generalization	Hasty Generalization	3	Ich habe erst gestern wieder gesehen, wie ein paar junge Leute, kaum waren sie aus dem Lidl draußen, ihren Plastikmüll in meinen Vorgarten geschmissen haben. Und sowas passiert tausendfach in dieser Republik!
390	2574c630c5757cb4	3fbe317602bd932c	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	pro	Red Herring	-	1	Wovon denn sonst? Es gibt schließlich noch kein Bedingungsloses Grundeinkommen.
391	30f7330e1e0558e8	bc2dff45956e41bb	Deutsche Städte sollten sich für die Ausrichtung von Olympischen Spielen bewerben.	pro	Irrelevant Authority	-	0	Dahinten steht ein Baum
392	e997b252787aedc2	500e4172a096827d	Geschäfte sollten jeden Tag rund um die Uhr geöffnet sein.	pro	No Fallacy	No Fallacy	5	Dadurch finden mehr Leute Arbeit.
393	462b19ad87553a51	5b9c7951c55523c9	Man sollte schon ab 16 Jahren wählen dürfen.	pro	No Fallacy	No Fallacy	24	Mit einer frühzeitigen Aufklärung und dem klarstellen was das Wahlrecht bedeutet und welche Verantwortung damit einher geht wäre das eine gute möglichkeit die Wahlbeteiligung zu erhöhen und die Politiverdrossenheit zu reduzieren
394	85de0c524a71df5d	f26f699a328df918	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	contra	Appeal to Emotion	-	0	Kinder sollten von solchem technischen Schnick-Schnack fern gehalten werden, so lange es nur geht. Wenn Sie ihre Kinder wirklich lieben, sollten Sie dafür sorgen, dass sie mehr Erfahrungen in der echten Welt sammeln.
395	a971392a0db8a606	5b9c7951c55523c9	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	pro	Irrelevant Authority	Irrelevant Authority	14	Heribert Magnus ist auch der meinung, das der Religionsunterricht an staatlichen Schulen verboten gehört, da Religion Privatvergnügen sein sollte
396	2455ce8e93a8797e	8e9461867ddf8dca	Homosexuelle Paare sollten Kinder adoptieren dürfen.	pro	Ad Hominem	-	0	Weil ich nichts gegen Schwule habe, dürfen die gerne alles machen was sie wollen, inklusive Familien gründen und heiraten.
397	c0f95d32ee73d4c7	db11b888ef3b4a1a	Die Erbschaftssteuer sollte erhöht werden.	pro	Appeal to Emotion	Appeal to Emotion	5	Arbeitsplätze sind schön und gut, aber wenn die Reichen auf Kosten der Armen leben, dann läuft irgendetwas schief.
398	99a9a7e3eac6bc7a	3fbe317602bd932c	Man sollte schon ab 16 Jahren wählen dürfen.	pro	Appeal to Emotion	-	0	Das Wahlalter muss dringend gesenkt werden, weil sonst nur noch Rentner unser Land regieren, und das bremst jeden Fortschritt und unser Land wird daran zugrunde gehen.
399	5428c49ec7b72563	d98596c0127b3aea	Der Verfassungsschutz sollte abgeschafft werden.	contra	Appeal to Emotion	-	1	ist mir ehrlich gesagt, egal !
400	f7ff8d66ca8ae691	17ec11a26b1f5a14	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	Irrelevant Authority	-	2	Wie schon Mozart sagte: "Nicht vom Gelde lebt der Mensch"
401	9cc29ad0b6ac7076	7d1d361060d43e06	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	pro	Red Herring	-	1	Es ist das Gleiche wie mit dem Lesen. Bücher fördern durch ihren reichen Wortschatz und ihre komplexe Grammatik auch das Kind in seiner Entwicklung,
402	510081f679f884ab	f26f699a328df918	Der Konsum von Cannabis sollte legalisiert werden.	pro	Appeal to Emotion	-	0	Es ist unfair, dass gerade Cannabis verboten wird! Man muss doch selber entscheiden dürfen, was man zu sich nehmen möchte!
403	cfe2efeb9d735318	15fbb43237eb7e1d	An Universitäten sollte keine Forschung zu militärischen Zwecken durchgeführt werden.	pro	Irrelevant Authority	-	2	Das sagt auch mein Kumpel.
404	6e596fa6607a182e	c68cd02c83074a83	Ausländer sollten an Kommunalwahlen teilnehmen dürfen.	pro	Irrelevant Authority	-	0	Unser Bürgermeister stimmt dem zu und ich schließe mich seiner Meinung an.
405	8c1bfd90ef9fb4a3	f236815bc6589d01	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	Appeal to Emotion	-	0	Ja, weil immer mehr Kommunisten und Terroristen durch unsere Strassen laufen.
406	a075f5717cf1ad14	df7f59d045aa8dda	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	pro	No Fallacy	No Fallacy	6	Ja natürlich, das sind nun mal die Arbeitsgeräte der Zukunft.
407	db72640b2861836e	a62c8e4226b22b2d	Doping im Sport sollte legalisiert werden.	contra	No Fallacy	No Fallacy	4	Im Sport sollte die Leistung der Sportler im Vordergrund stehen, nicht die Leistung der Pharmazeuten.
408	b1ff1749a6d364a6	f279461004a6c01d	Die Agenda 2010 war gut für Deutschland.	contra	Ad Hominem	Appeal to Emotion	5	Gut für Deutschland? Die Agenda 2010? Die unzählige Menschen an den Rand der Existenznot gestürzt hat, oft sogar darüber hinaus? Haben Sie so wenig Selbstwertgefühl, dass Sie sich am Leid anderer Menschen ergötzen müssen, denen es noch schlechter geht als Ihnen selbst?
409	3c4582dc97db75eb	ab9fc93fa0ee149b	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	Ad Hominem	-	2	Die Polizei kommt sowieso immer zu spät, da brauchen wir Beweismaterial.
410	33880a671244c490	5d42d3e68e9cf039	Geschäfte sollten jeden Tag rund um die Uhr geöffnet sein.	contra	Appeal to Emotion	-	0	Dann kommen die Verkäufer aber gar nicht mehr zu ihren Kindern
411	815a301809d2e584	5b9c7951c55523c9	Der Konsum von Cannabis sollte legalisiert werden.	contra	Red Herring	Red Herring	6	Es wurde viel zu wenig für einen Ordentlichen umgang zum Thema Cannabis getan
412	d7a03928c1ab8af5	6c65df5daadd4379	In der Schule sollte es keine Noten geben.	contra	Appeal to Emotion	No Fallacy	8	Wen wir es zulassen würden, das es in der Schule keine Noten mehr gäbe, hätten wir keine Vergleichbarkeit der Schühler mehr. Wie sollten ich herausfinden, in welchen Bereichen meine Kinder schwächen bzw. Stärken haben?
413	335bf78850f3ba4b	7d1d361060d43e06	Man lebt besser, wenn man vegan lebt.	pro	No Fallacy	-	2	Wichtig ist hierbei nicht, dass wir uns fleisch- (oder allgemeiner tier-) frei ernähren, sondern das wir uns bewusst ernähren und uns überlegen, was wir zu uns nehmen. Die bewusste Einschränkung ist daher eine geeignete Methode zur bewussten Ernährung, und eine vegane Ernährungsweise ist eine bewusste Einschränkung.
414	dad4f4ff5b41f97e	0aab6d9e7156c93a	Die Türkei sollte in die EU aufgenommen werden.	contra	Irrelevant Authority	-	1	Nein, sogar Sigmar Gabriel hat gesagt, dass die Türkei "heute weiter entfernt als je zuvor" ist, der EU beizutreten.
415	2f020c50ffb6cd01	1b0eb19a0f89fc39	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	contra	Appeal to Emotion	-	0	Nein, das wäre ja wie in George Orwell's 1984.
416	11ef42b0ccc03b24	7d1d361060d43e06	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	contra	No Fallacy	-	0	Ein bedingungsloses Grundeinkommen wäre für Deutschland viel zu teuer. Viel mehr sollte das Geld für dieses Grundeinkommen in den Aufbau einer vernünftigen Infrastruktur investiert werden, die es jedem ermöglicht, dieses Grundeinkommen selbst zu erwirtschaften.
417	f91bf0c4efc96592	9e13f6cdfc2488e6	Gentechnik ist etwas Gutes.	pro	Red Herring	-	1	Der Mais wird doch ohnehin nur in den USA angebaut, das betrifft uns gar nicht.
418	7036bfd11eb44fac	10fbf1d65ee507c7	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	pro	No Fallacy	-	2	Wer sich einer Religion zugehörig fühlt oder genaueres über verschiedene Religionen wissen möchte, sollte sich privat damit auseinandersetzen.
419	a40de55db8945cfb	500e4172a096827d	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	contra	No Fallacy	No Fallacy	4	Kinder sollten erst die Realität erleben. Mit Computern und Smartphones sollen sie erst später in der Schule lernen.
420	c520181d81cfb927	db11b888ef3b4a1a	Man sollte schon ab 16 Jahren wählen dürfen.	contra	Red Herring	Red Herring	25	Mit dem jetzigen Bildungssystem ist das eine Utopie. Da liegt so einiges im argen.
421	3b76a79f640efee0	9508224846415f19	Öffentliche Verkehrsmittel sollten kostenlos sein.	contra	Irrelevant Authority	Irrelevant Authority	3	Der Finanzminister hat das durchgerechnet und sein Ergebnis war, das es zu teuer ist. Deshalb bin ich dagegen.
422	0788ab53eabf60d0	c2d910ff7a6dd1e8	Die Türkei sollte in die EU aufgenommen werden.	pro	Irrelevant Authority	-	0	Viele Türken sind dafür.
