Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
999	e23404c3a0685ebd	29ec0e8906705e1d	Should smoking at home be illegal?	pro	Appeal to Emotion	-	0	How could you even argue about this thinking about all the little children in chemo because of lung cancer.
1000	7240c26e1a05461c	9e373652b43ae58a	Should non-European immigrans in Europe be accepted?	contra	Appeal to Emotion	-	1	yes that is what makes countries grow
1001	0ebaa406fd5c7e29	e9a3f5ac6193f0a9	Is Microsoft the new Apple?	contra	No Fallacy	-	0	Microsoft can't be the new Apple. Apple focuses on innovative design. Microsoft focuses on software for productivity and products that don't have to be innovative in design.
1002	5b5dab6a05a8b858	74ab9166796523f1	Are humans to blame for certain animal extinctions?	pro	Irrelevant Authority	-	2	Humans chop down trees in Brazilian rain forest which kills a lot of animals to extinction.
1003	4eef7053c9956053	cc1eee636691c425	Should animals have special rights?	contra	Appeal to Emotion	Appeal to Emotion	5	They are so cute that no one even considers harming them. There is no need to separate us, we are perfectly living together.
1004	47733ba8d39d14f1	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	pro	No Fallacy	-	0	Yes, single-sex!
1005	2c73ed7cb97e71b1	e91c6e687a5bdf6d	Is it reasonable to be in talks with Baschar al-Assad?	contra	No Fallacy	No Fallacy	3	If we talk to him we may begin to trust him and let out guard down. I just don't think it is worth the risk.
1006	e212c1f3cd1a13b4	775816c1a4008a09	Should jobs be subcontracted into developing countries?	pro	Appeal to Emotion	-	1	I'm sure it will help better revenue realization and enhanced returns on investment
1007	b43970db62977875	cc1eee636691c425	Is plastic surgery an important field of medicine?	contra	Red Herring	Red Herring	12	If we continue forcing people to get plastic surgeries done, because of our superficiality, i am done with this society.
1008	bfd2165f24b6d483	421290114f281425	Is Microsoft the new Apple?	contra	Hasty Generalization	-	1	Not at all - they've been bringing up some cool stuff recently, but the new Windows 10 is just a disaster, they cannot compare to Apple at all.
1009	4bc286d5287273be	3f4339e14df7d077	Is television an effective tool in building the minds of children?	contra	No Fallacy	No Fallacy	3	Some shows in TV serve educational purposes, but most of them are totally worthless. There is no chance that a mind of a child builds up, when it watches Celebrity-news.
1010	07169c3cc32ff20c	78d8045d684abd2e	Should Christians accept same sex marriage?	pro	Ad Hominem	-	0	Christians should accept same sex marriage
1011	f6eb4590322c8634	5a95f2363e6767a8	Is the Deutsche Post-strike justified?	pro	Irrelevant Authority	Irrelevant Authority	8	My father says it does not have any effect, so NO!
1012	f95766a2a3f7f491	940b622f2bd8bae4	Will flying cars ever become a reality?	pro	No Fallacy	-	0	Yes, companies are already working on creating cars which are able to fly quite successfully. Thus flying cars will become reality in the near future.
1013	01cebfc8cd64c1c8	6d22d5499769d9d4	Did Titanic really deserve 11 oscars at once?	pro	Hasty Generalization	-	2	Yeah. Definitely deserves it.
1014	6040bdd6775b33ee	58acb7acccce58ff	Is global warming really an issue?	contra	No Fallacy	-	0	Global warming is a phenomenon that is not well understood.
1015	b484b9fa19f6c76c	3606346815fd4d49	Should computers be allowed in class rooms?	contra	Ad Hominem	Ad Hominem	4	I don't think these hackers need any encouragement..sending their sexts and snapchats.
1016	0c7065dfce22f906	4c1499090d87d9f2	Has television destroyed the communication among friends and family?	contra	Ad Hominem	-	1	Television hasn't destroyed anyone, only losers and stupid people destroy themselves.
1017	0c484ccda400d6ee	5b8c54821db79c51	Is veganism the best for our bodies?	pro	Irrelevant Authority	-	0	My husband says that eating meat makes you tired, so it should be true.
1018	054e920483ffd1d4	125a004f2f239769	Do school uniforms make school a more effective place to learn?	pro	No Fallacy	-	0	Yes, school uniforms do create a better learning environment.
1019	b35b7320c0f46a0e	5b8c54821db79c51	Should smoking at home be illegal?	contra	Appeal to Emotion	-	0	do you seriously want people to loose their freedom even at their own home?
1020	97a6b702bad8ed64	8451f9089b5797e2	Should we all home school our kids?	pro	No Fallacy	No Fallacy	3	Home school provides a better education then under funded public schools.
1021	97b48b4af861d1a2	f87a17baf6cbc3f0	Does school detention do any good in high school?	contra	Red Herring	No Fallacy	9	School detention doesnt do any good in high school because kids these days need to learn how to behave first at home.  School is a place of learning and punishments shouldnt be given out there, parents need to discipline their kids,
1022	b3e59d6ef77e6883	d87e1db64a396e0e	Do we need a global environment task force?	contra	Ad Hominem	Ad Hominem	7	I can smell, that you are influenced by the 1968 movement. That is all.
1023	767f425d256105f3	0de70df98fd0aca5	Should the price for milk be increased?	contra	No Fallacy	No Fallacy	11	The price should stay as it is or even be decreased.
1024	429ae2311cd71b90	f87a17baf6cbc3f0	Is plastic surgery an important field of medicine?	contra	Red Herring	Irrelevant Authority	7	Plastic surgery isnt necessary.  God is the greatest and he made everyone to look like he wanted them to.
1025	3d810b25aa9f82b8	72b025c88512fb69	Do celebrities get away with more crime than non-celebreties?	contra	Ad Hominem	-	2	If i read your arguments, i hope that they put you in prison...
1026	8090aec9d7203083	cc1eee636691c425		pro	Appeal to Emotion	Appeal to Emotion	9	Musicians warm our heart with their music. If you feel alone or whenever you are sad they comfort you. They help you so much, help them, too.
1027	9b108a5937764543	4991124a65f43eb5	Has television destroyed the communication among friends and family?	pro	No Fallacy	-	0	Definitely so.
1028	8ad324dbb5ecef45	687bc594b0004f41	Is Apple the new Microsoft?	pro	Irrelevant Authority	-	1	Apple is a fast growing reputed company and will be the new Microsoft
1029	0d3d311b844fca42	2889a49ef3448fd4	Is nuclear power a reasonable energy source?	contra	No Fallacy	-	0	Alternative energy resources are too expensive.
1030	7024257662dd7446	29ec0e8906705e1d	Should we all home school our kids?	contra	No Fallacy	-	0	This would cause significant disadvantages for children from non-academic families.
1031	a99ddce92ae1a863	bd025e046d80cf76	Are humans to blame for certain animal extinctions?	contra	Irrelevant Authority	Irrelevant Authority	3	My friend said that humans have been hunting for meat and eating meat daily for most of our existence and have not caused the majority of animal extinctions.
1032	b532a84b6f2bff6f	8451f9089b5797e2	Is drug testing athletes justified?	pro	Ad Hominem	-	2	Testing athletes for use of drugs is justified because they are in the public eye.
1033	b30ce91632113d88	daa7cf78137c04a2	Is it beneficial for the development of young children to study together with people with mental handicaps?	pro	No Fallacy	-	0	because it's a mean of discovering different way of thinking.
1034	00ebc29833ee938c	d038663d70f77d9b	Is the legality of abortion desirable?	contra	Red Herring	No Fallacy	7	If a woman was raped nobody has the right to forbid her to abort.
1035	d5e63ee44d5eb481	d038663d70f77d9b	Is global warming really an issue?	contra	Irrelevant Authority	Irrelevant Authority	7	Donald Trump said, that global warming is a lie from left wing terrorists in order to fear us. It is not an issue.
1036	1c56a6fd7b8d7507	1ccbbde6ecf8eb57	Is the legality of assisted suicide desirable?	pro	Irrelevant Authority	Red Herring	4	a death can save millions
1037	e8e3ed270338791b	4991124a65f43eb5	Should high schools provide daycare services for students who have children?	contra	No Fallacy	No Fallacy	4	Spending resources on daycare services is a waste.
1038	f187496b751480b0	eeed64535b5f7057	Should we allow animal testing for medical purposes?	contra	No Fallacy	-	1	Humans are no Animals
1039	b35ae8c3c45815cf	74ab9166796523f1	Are Quentin Tarantinos movies too violent?	pro	No Fallacy	-	1	Multiple people always die in a gruesome way in all of his movies. He also makes it look funny.
1040	834c34a6fb84f348	718ec56b85d89f84	Are single sex schools more effective than co-ed schools?	pro	Red Herring	Hasty Generalization	3	Yes- just like locker rooms should be single sex, so should schools.
1041	e50495ac657b1a4e	29ec0e8906705e1d		contra	Appeal to Emotion	-	2	You are trying to take away support and loved from all the poor, traumatized children raised in an atheist family.
1042	d14bae6738a1a1fe	775816c1a4008a09	Should gorillas be held in zoos	pro	Appeal to Emotion	-	1	Anyone who wants to see Gorillas can visit zoo.
1043	24f1f12c02adcf10	c9245e9b4cb98c28	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	1	Animal testing for medical purposes should be allowed.
1044	50d72b8e3c37ca2e	0f3647b40ca00d1c	Is veganism the best for our bodies?	contra	Hasty Generalization	-	2	give me more points
1045	e051603f4eaf6cf1	cc1eee636691c425	Should animals have special rights?	pro	Red Herring	Red Herring	11	Yes, rights are a good thing, right? They protect us.
1046	eac12b047668e752	609092249d4d1fee	Should jobs be subcontracted into developing countries?	contra	Hasty Generalization	Hasty Generalization	4	No, because if one company sends jobs to developing countries, then they all will.
1047	4110861437a89d13	f725bd6af5949b46	Should the title of a univsersity-doctor be shown on the identification-card?	pro	Irrelevant Authority	Irrelevant Authority	3	My aunt said that doctors only like their titles shown to get respect, so I don't think it's necessary at all.
1048	d627b48ab1419c6a	5d4ce685cec98ae6	Should high schools provide daycare services for students who have children?	pro	Red Herring	-	1	no need day care its effect the children s on the school
1049	cf33dfd4eb54f6f9	524fbd6969e097de	Is the legality of abortion desirable?	pro	No Fallacy	-	0	yes Argument without content
1050	113f127b41d4d21f	4f2403c3823c39a3	Is Microsoft the new Apple?	pro	No Fallacy	Red Herring	3	Microsoft is the new apple
1051	8f3ca6fc00b0601a	3f4339e14df7d077	Has anyone been on the moon?	pro	No Fallacy	No Fallacy	9	It is obviously that anyone has been on the moon. Meanwhile, 2015, there have been quite a lot expeditions to the moon. The newer ones were even livestreamed on Twitter and co. Dont tell me the government fakes livestreams.
1052	d6b2b6a51733adf1	fe5ebd2e0fc4842c	Do we need a global environment task force?	pro	No Fallacy	-	0	Yes we do.
1053	cef065c174ddd066	4991124a65f43eb5	Is there a good reason for the American war on terror?	contra	No Fallacy	-	0	To find out if there is a reason for the American war on terror let's take a look at the results nearly one and a half decade later.
1054	5163a35708a7dabe	7d1fb2f3edd718ef	Does school detention do any good in high school?	pro	Red Herring	-	1	Possibly. You know, student sports is really on the rise and gaining even more success than it has in the past.
1055	050f673a76c7033e	5d4ce685cec98ae6	Is Apple the new Microsoft?	pro	No Fallacy	-	2	no its not apple the new microsoft
1056	fa01435cf96a99db	a4e787beb318beb2	Should animals have special rights?	pro	Ad Hominem	-	1	Im glad you are no mayor, because then your city would collapse.
1057	6ef438563e173eb2	e1b668a185ec4569	Should economical growth always be the ultimate goal of every country?	pro	No Fallacy	-	0	Everyone should be as wealthy as possible as rapidly as possible.
1058	4ae051ea7dfda2ce	d87e1db64a396e0e	Is it beneficial for the development of young children to study together with people with mental handicaps?	pro	Irrelevant Authority	Irrelevant Authority	9	Yes, my child is mentally challenged.  He says, that it is good for the other, 'normal', children to study with him.
1059	e22fb17457f94ec5	bd7260e6b5661e89	Has anyone been on the moon?	contra	Ad Hominem	No Fallacy	4	If you look at how much money we spend on Welfare you would know we would never blow it on fake money for NASA.
1060	57e788804cdee8e8	58acb7acccce58ff	Should cellphones be used during class?	contra	No Fallacy	-	1	Cellphones should be banned from class rooms.
1061	4c044d6e577d63b9	cc1eee636691c425	Should gorillas be held in zoos	contra	Red Herring	Hasty Generalization	10	Holding all types of animals in a zoo will cause some endangered species to cease.
1062	916a6e18c8428a7e	ff16d5d8026ce483	Will flying cars ever become a reality?	pro	Appeal to Emotion	-	1	Yes I would have air rage because of dumb asses with  a mouth and air in their heads like you.
1063	d4970505c204f131	f3a4cc4c49e1bc6b	Is there a good reason for the American war on terror?	contra	Ad Hominem	-	2	It's detrimental to society
1064	f97c61d9a1bd8ac0	625425d6696e40d5	Should musicians be payed for streaming music? (by Apple)	pro	Ad Hominem	-	0	test withouz a rel
1065	b928ce1d4481745d	5f5cc58869c9b2c2	Should we allow animal testing for medical purposes?	pro	Appeal to Emotion	-	1	I would never hurt a puppy nor ask anyone else to. Pets are not used in animal testing. Again, would you save a diseased rat over yourself?
1066	00bb6c1a9ee1a4a0	cc1eee636691c425	Does school detention do any good in high school?	contra	Irrelevant Authority	Irrelevant Authority	6	My son said, that he hates school detention. Therefore it does not do any good.
1067	f04b74fc278f5d44	d87e1db64a396e0e	Is Apple the new Microsoft?	pro	Hasty Generalization	Hasty Generalization	10	Both companies create operating systems. Enough said!
1068	511a12477891534a	4991124a65f43eb5	Should we all home school our kids?	pro	No Fallacy	-	0	It is best to home school our kids.
1069	e143eb7acdf1f266	cc1eee636691c425	Should the price for milk be increased?	pro	Appeal to Emotion	Appeal to Emotion	13	But think about the cows, they are exploited. Their udder is already sore. Maybe they cry in pain.
1070	68d355ea5e61fc5f	08584a18308caa3b	Should we allow animal testing for medical purposes?	contra	Irrelevant Authority	-	1	A friend of mine told me that animal testing doesn't do any good anyway.
1071	ce9a25f227846da4	29ec0e8906705e1d	Should smoking at home be illegal?	contra	Irrelevant Authority	-	0	MY Grandpa smoked and said it never hurt his children, so there is no need to do so.
1072	0174fe04b3f8a8e2	775816c1a4008a09	Is it justified to develop nuclear energy for commercial use?	pro	Red Herring	-	1	Nuclear energy can be used for generating electricity
1073	07493b97f292a802	e91c6e687a5bdf6d	Should Germany deport criminal refugees?	contra	Ad Hominem	Hasty Generalization	5	The germans are all criminals anyway after the holocaust
1074	3e69fcb1a84442a2	c68c830ba7339912	Heavy Metal is the best music ever!	contra	No Fallacy	-	0	No. It's music of uneducated people. And now go wash your hair.
1075	c75d9660e67a7f12	d87e1db64a396e0e	Should the price for milk be increased?	pro	Appeal to Emotion	Appeal to Emotion	6	Yes,  love the cows and their farmers and pay more.
1076	66163918b3cb056b	eeed64535b5f7057	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	It has to be balanced, but for live saving drugs It should be allowed on non-endangered animal species.
1077	d6a512d1e125d889	c9245e9b4cb98c28	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	Animal testing helps to improve medical care for everybody.
1078	7a948140208376a8	574a3faf395b6666	Is Microsoft the new Apple?	contra	No Fallacy	-	1	apple and microsoft are too different in their philosophy to be comparable like this
1079	c1abbac4c226a69f	2889a49ef3448fd4	Has anyone been on the moon?	contra	No Fallacy	No Fallacy	3	They brought several kilos of moon rocks back to earth, and you cannot simply fake four billion years old rock material.
1080	3dd5c8fc621522dc	549b5978ef8202a9	Should gorillas be held in zoos	pro	No Fallacy	-	0	Gorillas are almost extinct
1081	060ae9b53b773981	44a77adabe1b2c2e	Should countries adopt heavier penalties for drug use and drug trafficking?	contra	Red Herring	Red Herring	3	Making heavier penalties for drugs will cause more people to be in jail and we can't afford more police.
1082	1192d3f34a76c31b	3f4339e14df7d077	Are single sex schools more effective than co-ed schools?	pro	Hasty Generalization	Hasty Generalization	7	Yes, the Regensburger Domspatzen-male-school is the best in the area.
1083	4e6c148ced132b78	d87e1db64a396e0e	Should Christians accept same sex marriage?	contra	Hasty Generalization	Hasty Generalization	13	No, because if you start with same sex marriage, what is next? Marriage with animals?
1084	b0ac29d1fed2fab9	db486bc84d9ab4f4	Has anyone been on the moon?	contra	Red Herring	-	0	The U.S. told lies about the nuclear weapons in Irak, so surely they lied about being on the moon.
1085	46742b97518b365e	775816c1a4008a09	Should gorillas be held in zoos	pro	Red Herring	-	1	Zoo environment is good for gorilla
1086	1e09adad3aae0651	cc1eee636691c425	Should driving under the influence of alcohol be forbidden?	pro	Appeal to Emotion	-	2	Yes, because whenever i put my son on the backseat of my car i pray to god, that noone drinks and drive. The children are our future.
1087	478c8fd0b5fa3cb5	3f4339e14df7d077	Is it reasonable to be in talks with Baschar al-Assad?	contra	Appeal to Emotion	Appeal to Emotion	6	But think about the children he killed, they were laying in their own blood on the streets, eyes wide open. How can you talk to such a man?
1088	daf2863634714a0b	d8be90dc089116e0	Are Quentin Tarantinos movies too violent?	pro	Red Herring	-	1	Tarantino has won many awards
1089	4b1b8d2cc159c6a1	e91c6e687a5bdf6d	Is Turkey ready to join the European Union?	contra	Red Herring	Red Herring	4	I just think with all of the refugees and everything the secret ISIS members within them, it's just not worth the risk.
1090	eabf39d44a0d8c30	94cb74b6db3721ac	Is it effective to censor parts of the media?	pro	Hasty Generalization	Irrelevant Authority	3	My father told me that things were better when he was a child and the news was censored!
1091	17837e38ff952dd1	bfa407680070bea1	Are Quentin Tarantinos movies too violent?	pro	Hasty Generalization	-	1	No one should go see them if they don't want nightmares.
1092	5705f3c4ded3f4b8	697124c8b8eb61f5	Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	contra	Red Herring	No Fallacy	8	No, he blames his teammates when he doesn't win.
1093	f056b8ecec264e3f	5a95f2363e6767a8	Heavy Metal is the best music ever!	pro	Ad Hominem	Ad Hominem	8	If you dont like heavy metal,  you are too soft.
1094	d04379b1709bbf8c	7d1fb2f3edd718ef	Is drug testing athletes justified?	pro	Irrelevant Authority	-	1	Well it has been statistically proven that athletes have a higher number of drug us than any other industry.
1095	5279c689206a895f	4991124a65f43eb5	Do we need a global environment task force?	pro	No Fallacy	-	1	Single nations will always have their own benefits in mind and will twist local environment task force to suit there needs.
1096	9e369de265a62dd5	cc1eee636691c425	Is tupac the most influential rapper in history?	contra	No Fallacy	No Fallacy	6	I dont think so, he lived too short in order to have the most influence. Dr. Dre for example had much more influence. He started the rap-movement with eazy-e and ice-cube. He just sold his headphone-brand for around 250 million dollars. This amount of money shows how influential Dr.Dre is. Tupac never had this much money.
1097	09a7bf79257487b6	ff16d5d8026ce483	Is the legality of assisted suicide desirable?	contra	Irrelevant Authority	-	2	hell no help yourself and think twice.
1098	3e634b64e44f79ba	72b025c88512fb69	Is Apple the new Microsoft?	contra	Red Herring	-	1	Computers are totally nonsense. Earlier no one cared about all this youtube and twitter.
1099	1a2717d6a8c970ad	d038663d70f77d9b	Should non-European immigrans in Europe be accepted?	contra	Hasty Generalization	Hasty Generalization	7	Maroccan immigrans look only for their finacial advantages, so non- European immigrans should not be accepted.
1100	1d3aac946eb793f4	bd7260e6b5661e89	Has anyone been on the moon?	contra	Ad Hominem	Ad Hominem	7	How could anyone be so uneducated to even ask such a question?
1101	00b2d36e44c825f8	574a3faf395b6666	Is Microsoft the new Apple?	contra	Irrelevant Authority	-	1	people don't think it be like it is but it do
1102	8118caee48ba40e9	cc1eee636691c425	Is the oppression of women by men a serious problem?	contra	Irrelevant Authority	Irrelevant Authority	6	No,  my wife says that this whole "im a woman, im so weak and men are bad oppressers"-talk is bullshit.
1103	4196d80c2558d9ca	f3a4cc4c49e1bc6b	Should economical growth always be the ultimate goal of every country?	pro	Ad Hominem	Red Herring	3	we should always try to grow our economy
1104	6bd9a143a0a195ba	bd7260e6b5661e89	Do celebrities get away with more crime than non-celebrities?	contra	Appeal to Emotion	Appeal to Emotion	6	I think celebrities have have a hard enough time  suffering with being attacked by reported day and nights.
1105	6b2cb3533b472564	b81e59ef2d72664d	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	No Fallacy	-	1	He is too good in fact.
1106	c19aa228e1c7c4e3	cc1eee636691c425	Should cellphones be used during class?	contra	Appeal to Emotion	-	1	No, class is a place for good old teacher and student information exchange. Not this modern internet stuff.
1107	156c497e41d2304e	3eb1750360f2ca64	Should cellphones be used during class?	contra	Red Herring	-	0	So many games are now available on cellphones
1108	3617aee8baaa48b3	6be962827ff231f5	Should non-European immigrans in Europe be accepted?	pro	Hasty Generalization	No Fallacy	6	Past years and data have shown us that non-Europeans who have immigrated to Europe do not often cause issues and some even boost the economy. Therefore, all non-Europeans can and will boost European economy and preserve the integrity of European countries.
1109	a939242cc8156cec	d990bae30d5afa5e	Is it beneficial for the development of young children to study together with people with mental handicaps?	pro	Ad Hominem	-	0	Of course, because then they will not become such an intolerant person as my opponent.
1110	b80e97e47aef1aed	cc1eee636691c425	Is the legality of abortion desirable?	contra	Hasty Generalization	-	2	Since abortion can't be applied when the baby is older than 7 weeks, it should be made illegal.
1111	7fbc865128a2e18e	3eb1750360f2ca64	Do social networking sites have a positive impact on society?	pro	Hasty Generalization	-	0	Absolutely. They help people living abroad in getting in contact with their relatives and friends in their homelands.
1112	e83681caba96aa05	2889a49ef3448fd4	Has anyone been on the moon?	pro	No Fallacy	-	0	The Apollo missions were all faked. No one has ever been on the moon.
1113	a5cf406e3c443bcc	e543d26851b20a04	Should countries adopt heavier penalties for drug use and drug trafficking?	pro	Ad Hominem	-	1	Because drugs may harm our lives and gives lot of health problems
1114	cae212650eaab92e	d8be90dc089116e0	Is it beneficial for the development of young children to study together with people with mental handicaps?	pro	Appeal to Emotion	-	1	Young children and mentally handicapped people need to unite!
1115	1d1ef019b4b6fc8a	82e9abd938ad0edd	Should marijuana be legalized for individual use due to health condition?	pro	No Fallacy	-	1	Marijuana has been shown to effective in treating glaucoma
1116	7f569ee2e94f915c	4f2403c3823c39a3	Should marijuana be legalized for individual use due to health condition?	pro	No Fallacy	-	0	That Marijuana should be legalized
1117	b53c829a56911b72	d87e1db64a396e0e	Should the title of a univsersity-doctor be shown on the identification-card?	contra	No Fallacy	Appeal to Emotion	9	You say that just because you are a doctor.  The dr.  in the passport is only good to oppress the normal citizen.
1118	ac544c5e4dd40cad	6507b8197d662c55	Should the fight versus the Islamic State include military operations?	pro	Appeal to Emotion	-	1	Man, forget the kids, dont try to fool us.. We have to start the real war, or we're all gonna end up in world destroyed by terorrists and rapists.
1119	4e8b515a239309c3	718ec56b85d89f84	Are single sex schools more effective than co-ed schools?	pro	Appeal to Emotion	-	2	Don't you think that girls are afraid to speak up when boys are around?
1120	9bd3703dc796c559	3f4339e14df7d077	Should countries adopt heavier penalties for drug use and drug trafficking?	pro	Irrelevant Authority	Irrelevant Authority	6	Yes, obviously.  I know some guys who live in an area with a lot of drug-dealers. They always tell me, that these guys would not be there,  if germany had real laws against selling drugs.  They say, that the actual ones are a joke.
1121	1080bf3d17b956e3	6a2e56f3f86d338e	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	Although any suffering of living creatures should be avoided, I guess it's commonly accepted by the society that medical purposes testing has more benefits than harms.
1122	d0289058630978ed	e543d26851b20a04	Is television an effective tool in building the minds of children?	contra	Hasty Generalization	-	2	Television may harm children because children become addict in seeing the television
1123	a3e814f2a405be6e	3606346815fd4d49	Heavy Metal is the best music ever!	contra	No Fallacy	-	1	It definitely meets all the criteria for what makes good music.
1124	4df509562c2e2c2e	db486bc84d9ab4f4	Is Apple's Swift the new star?	pro	No Fallacy	-	0	This programming language is open for everybody, so it encourages more developers to participate.
1125	595df07445d334b0	e543d26851b20a04	Is television an effective tool in building the minds of children?	contra	Hasty Generalization	-	1	Television is a media for entertainment and it should not be  an effective tool in the minds of children
1126	7e2ed6a9fc7ed3b7	6d22d5499769d9d4	Should we all home school our kids?	pro	Irrelevant Authority	-	1	Nothing fault with your statement.
1127	b097be17b6d7450e	39656182afca1eb2	Do we need a global environment task force?	contra	Irrelevant Authority	No Fallacy	9	As many studies by national non-profit organizations show, the problem should be handled on the national level and doesn't need any global initiative.
1128	68b31a69b6b53c68	3606346815fd4d49	Should economical growth always be the ultimate goal of every country?	pro	Red Herring	-	2	Exactly, you can't have a happy christmas when the men are at war.
1129	38b1cd98d6ead5ff	86f22901b28c445d	Has anyone been on the moon?	pro	Hasty Generalization	-	1	Well there are newspaper articles about it so it must be true.
1130	4ccacdd4266768b9	4991124a65f43eb5	Do we need a global environment task force?	contra	No Fallacy	Hasty Generalization	3	Only a few countries contribute to the majority of pollution.
1131	bb63c8cb2959064d	58acb7acccce58ff	Is nuclear power a reasonable energy source?	pro	No Fallacy	-	0	Renewable energy sources will not soon replace fossil fuels.
1132	d42167b38c0606d1	dc0311de52b826b2	Will flying cars ever become a reality?	contra	Ad Hominem	Ad Hominem	4	Too many slow imbeciles would be crashing into each other due to their inferior reflexes and intelligence. For as long as this planet is full of idiots like you we could never responsibly allow flying cars to exist, even if we had the technology. It's a pity, really.
1133	7b42a1bcd5a09aa8	a440a038cbb3ef0b	Did Titanic really deserve 11 oscars at once?	pro	Irrelevant Authority	-	1	Well my mother said that Titanic was one of the best movies she has ever seen, so it must be one of the best movies of all time. Of course it deserved 11 Oscars.
1134	6153334e7a719608	e01c557ce0fdb585	Do we need a global environment task force?	contra	No Fallacy	-	2	Well, Ebola is a disease and it makes sense to coordinate countries worldwide to fight against it. To me, global environmental task force sounds fuzzy without a clear purpose. We don't need such an organization.
1135	33e9bb1283e8743f	bd025e046d80cf76	Do we need a global environment task force?	pro	Irrelevant Authority	-	1	Scientists say we need one, therefore we do.
1136	04b5d405311454bc	d038663d70f77d9b	Should economical growth always be the ultimate goal of every country?	pro	No Fallacy	No Fallacy	7	Human dignity is important. But it is nothing compared to economical growth. A human life takes around 70 years and has a small impact compared to economical growth. It can have an impact on millions of lifes over many generations.
1137	f7b6d48573f95ea5	76df12c422416851	Is it beneficial for the development of young children to study together with people with mental handicaps?	contra	Ad Hominem	-	0	No because people who believe this have no mental handicapped children themselves.
1138	a72588bbfaa25469	a3ff1b232b8adc5c	Should countries disallow people coming from Ebola infected countries to enter?	pro	Appeal to Emotion	-	2	They will bring the disease to our country and many people will die because of that.
1139	282881f70ab78bbd	3c4aaf3855bff4a4	Are humans to blame for certain animal extinctions?	pro	No Fallacy	-	0	Humans are to blame for some animal extinctions.
1140	013ea1c2409cd578	d5e1b82e883043b8	The greek exit from the EU is a necessary step.	contra	Appeal to Emotion	-	1	if Greek leaves, its credit will plummet and prolong the recession.
1141	0735516738506375	cc1eee636691c425	Does school detention do any good in high school?	contra	Ad Hominem	Ad Hominem	6	Teachers like you are the cancer of school system.
1142	11977895b6c2a856	02146510645f6222	Will flying cars ever become a reality?	contra	No Fallacy	-	0	test your own doc
1143	f8da1c354d5befa2	3f4339e14df7d077	Are Quentin Tarantinos movies too violent?	pro	Irrelevant Authority	Irrelevant Authority	7	My son did also watch some of his movies and he did also say, that they are too violent.
1144	7b078fcd537c0b26	6be962827ff231f5	Should gorillas be held in zoos	pro	Ad Hominem	-	2	My psych teacher believes that institutions such as zoos protect endangered species so that they continue to live.
1145	6fc02d511ca84a7e	da5d6c63c68bf6ec	Is plastic surgery an important field of medicine?	pro	Red Herring	Hasty Generalization	3	medicine is very impotant for mankind
1146	fce3b925edac8f1d	ea09ae9cc6768c50	Is the oppression of women by men a serious problem?	contra	Hasty Generalization	-	1	I think the problem has been tackled.
1147	1d0a8bd230b346bc	6e698bf0ba21fe96	Is the Deutsche Post-strike justified?	pro	Appeal to Emotion	-	0	test a Argument
1148	321c901f4b4f2484	27e5c498581ef379	Should high schools provide daycare services for students who have children?	pro	No Fallacy	-	1	Yes. It will allow the mothers to go to school and help the children to grow up better.
1149	e1b4b547f1d4cebc	b074a654d0e7916c	Did media ignore crimes from refugees?	contra	Red Herring	-	2	throughout history's refugees have been the scapegoat in the United States. whether or not it was those it came through Ellis Island, those coming to America because of war in other countries, refugees has always been blamed for an increase in violenc.
1150	87ae3b009c1c12c7	cc1eee636691c425	Does school detention do any good in high school?	contra	Red Herring	No Fallacy	8	Great that it was good for you. But nevertheless i think that our school system is too old and needs reforms.
1151	08fe38de2481e99c	cc1eee636691c425	Should gorillas be held in zoos	pro	Hasty Generalization	Hasty Generalization	5	When i went to the zoo i saw a gorilla, and he looked healthy.
1152	34456aeae8287240	cc1eee636691c425	The greek exit from the EU is a necessary step.	contra	No Fallacy	-	1	Economic experts say that further austerity measures will not be beneficial, so we should help Greece with new investment to keep it  in the Eurozone.
1153	f1fe2304b5245160	c6d9e226f0f41a85	Is it effective to censor parts of the media?	pro	Appeal to Emotion	-	1	Yeah but think about it, the web  itself isn't censored, but what about things like child pornography? That needs to be censored and just like media, the media breaks the trust of people so should be censored too!
1154	ae1589c8802ac960	b81e59ef2d72664d	Has anyone been on the moon?	pro	No Fallacy	-	0	The americans certainly have not faked the videos.
1155	37891d8f34c3e7bf	8d9d122348e553ae	Is it beneficial for the development of young children to study together with people with mental handicaps?	contra	Appeal to Emotion	No Fallacy	3	That still doesn't make it beneficial to the older children if they are studying easier curriculum
1156	996748f9f82717a7	94e53ef4660673f7	Should countries adopt heavier penalties for drug use and drug trafficking?	pro	Appeal to Emotion	-	1	Yes because drug use is bad for our society
1157	957f0a5a204b5aca	d87e1db64a396e0e	Is Apple the new Microsoft?	pro	Hasty Generalization	Hasty Generalization	9	Mark Zuckerberg is as rich as Bill Gates, therefore Apple is the new Microsoft.
